Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version,Concluded Licenses
org.yaml:snakeyaml,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.yaml:snakeyaml:2.5,gav://org.yaml:snakeyaml,2.5,Apache-2.0
sizeof-agent.jar,Unknown,,generic,sizeof-agent.jar,generic://sha256:c7377b7197f14f44cd987535fc3439b5c175e0fdeea434a05bb9be6dc761ae13/sizeof-agent.jar,,Unknown
spring-boot-actuator-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-actuator-4.0.7.jar,generic://sha256:edfedbcc5d33c8b0a8d0156dcc8cbf6234a33dc861001c7ec8ef63af19197b7e/spring-boot-actuator-4.0.7.jar,,Apache-2.0
spring-boot-actuator-autoconfigure-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-actuator-autoconfigure-4.0.7.jar,generic://sha256:59b188a313fda88bbe6cba613dd13aa00d1cc49135b11120ae5d451f72d49c00/spring-boot-actuator-autoconfigure-4.0.7.jar,,Apache-2.0
spring-boot-health-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-health-4.0.7.jar,generic://sha256:e1c81e0e8d89ba7d25a3522d52159a4bcfa9bf7ee4e0d53cef61244e75a244bb/spring-boot-health-4.0.7.jar,,Apache-2.0
spring-boot-http-client-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-http-client-4.0.7.jar,generic://sha256:7881d09b33f278b39fd1018d0cb7d91b73b72406d2350351166511b1c3a76c6b/spring-boot-http-client-4.0.7.jar,,Apache-2.0
spring-boot-http-converter-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-http-converter-4.0.7.jar,generic://sha256:9f620c36cb98103ef664a9fccad4173ae20120d1abc790b795130be4e02dbb90/spring-boot-http-converter-4.0.7.jar,,Apache-2.0
spring-boot-jackson-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-jackson-4.0.7.jar,generic://sha256:0cdbadd10bcc3b23d32dffd419caceda4a4ed6b3da0262617f543732e9105ece/spring-boot-jackson-4.0.7.jar,,Apache-2.0
spring-boot-jdbc-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-jdbc-4.0.7.jar,generic://sha256:04e735255101e6e12de9a432f893079287f0fa3ea6642b41221f424ebd9d9719/spring-boot-jdbc-4.0.7.jar,,Apache-2.0
spring-boot-micrometer-metrics-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-micrometer-metrics-4.0.7.jar,generic://sha256:1cd20b112104d244fdc96b44b3a8193e0916686a819a6be93127c1c7eefc1c9d/spring-boot-micrometer-metrics-4.0.7.jar,,Apache-2.0
spring-boot-micrometer-observation-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-micrometer-observation-4.0.7.jar,generic://sha256:aced85ab6f7a2a8b15d8bd52c2b75dfe47c9890dc08d39e24b2e7b78f79b6ac2/spring-boot-micrometer-observation-4.0.7.jar,,Apache-2.0
spring-boot-persistence-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-persistence-4.0.7.jar,generic://sha256:201cd088c5fddbcff7ece343f42eee0cabbab64083d339f35e5eb4edbcdbd4bb/spring-boot-persistence-4.0.7.jar,,Apache-2.0
spring-boot-restclient-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-restclient-4.0.7.jar,generic://sha256:4438e7cbe09fe2d1aa40da4112cbc2a7f0067046dbfd153e79122be6e143c82a/spring-boot-restclient-4.0.7.jar,,Apache-2.0
spring-boot-security-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-security-4.0.7.jar,generic://sha256:fef4d4952d7c4f86112d4a27cb98cf1d71001373f9d8f88fbf0af9d908fdaa3c/spring-boot-security-4.0.7.jar,,Apache-2.0
spring-boot-servlet-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-servlet-4.0.7.jar,generic://sha256:fb1af769617daa2808a82921d98ca94efde8cb20fcefc55e71b2e0bf93de1423/spring-boot-servlet-4.0.7.jar,,Apache-2.0
spring-boot-sql-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-sql-4.0.7.jar,generic://sha256:10b0ade8970b3c2559c508015dc8aa463c269d1b554757f801b10f037704ac34/spring-boot-sql-4.0.7.jar,,Apache-2.0
spring-boot-tomcat-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-tomcat-4.0.7.jar,generic://sha256:ad7c6527319f5cac0b5638a28820847f64d21282147fb98daaaa1f515ee17323/spring-boot-tomcat-4.0.7.jar,,Apache-2.0
spring-boot-transaction-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-transaction-4.0.7.jar,generic://sha256:7d8e7af5f30309e3e687e02d9d6203fa75bf9d781be95dde75c0342d2e7b97c6/spring-boot-transaction-4.0.7.jar,,Apache-2.0
spring-boot-web-server-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-web-server-4.0.7.jar,generic://sha256:26a13c73ee85e7a851b73eb2d683ed4d3b7a4ca581b608dfd627bd4551997cf2/spring-boot-web-server-4.0.7.jar,,Apache-2.0
spring-boot-webmvc-4.0.7.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-webmvc-4.0.7.jar,generic://sha256:95250948bda9a0a1e1f2ad3f413bd23e36dfedefb89fe59d309d447c6c4c5010/spring-boot-webmvc-4.0.7.jar,,Apache-2.0
spring-security-oauth2-jose-7.0.6.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-security-oauth2-jose-7.0.6.jar,generic://sha256:c8cd9a8aefc42a02e34166ff02f3f7def2f6028f555932f04f163dea729bdff9/spring-security-oauth2-jose-7.0.6.jar,,Apache-2.0
tools.jackson.core:jackson-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,tools.jackson.core:jackson-core:3.1.4,gav://tools.jackson.core:jackson-core,3.1.4,Apache-2.0
tools.jackson.core:jackson-databind,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,tools.jackson.core:jackson-databind:3.1.4,gav://tools.jackson.core:jackson-databind,3.1.4,Apache-2.0
trustbroker-api-1.15.0.20260817T100022Z.jar,Unknown,,generic,trustbroker-api-1.15.0.20260817T100022Z.jar,generic://sha256:3430bc7c5b32fb777e0b5b4d9ef9ca927f2c4532ef18d2993b9b39d9bf1a4200/trustbroker-api-1.15.0.20260817T100022Z.jar,,Unknown
trustbroker-common-1.15.0.20260817T100022Z.jar,"AGPL-3.0,Apache-2.0,BSD-3-Clause","http://www.gnu.org/licenses/agpl.txt,http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",generic,trustbroker-common-1.15.0.20260817T100022Z.jar,generic://sha256:58601146e2d7fc9d6d676aa86379e48f55d9d59a84aca8e94df676ed066e6a53/trustbroker-common-1.15.0.20260817T100022Z.jar,,"Apache-2.0,BSD-3-Clause"
trustbroker-service-1.15.0.20260817T100022Z.jar,"AGPL-3.0,Apache-2.0","http://www.gnu.org/licenses/agpl.txt,http://licenses.nuget.org/Apache-2.0",generic,trustbroker-service-1.15.0.20260817T100022Z.jar,generic://sha256:78890464c2339b059bd57630ef059b260880d891237df7f8653cf6a8a1f8fb72/trustbroker-service-1.15.0.20260817T100022Z.jar,,Apache-2.0
trustbroker-store-ldap-1.15.0.20260817T100022Z.jar,Unknown,,generic,trustbroker-store-ldap-1.15.0.20260817T100022Z.jar,generic://sha256:ee074cfd57230ab2612fdb284320997e07ab02b72264636576a93654622e94f5/trustbroker-store-ldap-1.15.0.20260817T100022Z.jar,,Unknown
trustbroker-swiss/trustbroker-application,Unknown,,docker,trustbroker-swiss/trustbroker-application:1.15.0.20260817T100022Z,docker://trustbroker-swiss/trustbroker-application,1.15.0.20260817T100022Z,Unknown
trustbroker-wstrust-service-1.15.0.20260817T100022Z.jar,Unknown,,generic,trustbroker-wstrust-service-1.15.0.20260817T100022Z.jar,generic://sha256:e1915d6eb9502610da253d022af0ee2ec1aabbac134289371d557416b7cc103c/trustbroker-wstrust-service-1.15.0.20260817T100022Z.jar,,Unknown
